Player,stats_Born,player_id
Karl Jakob Hein,2002,493513.0
Ivan Jaime Pajuelo,2000,610335.0
Jordan James,2004,667517.0
Luca Jaquez,2003,539798.0
Vitezslav Jaros,2001,486604.0
Ali Jasim,2004,877672.0
Dominik Javorček,2002,610608.0
Gaby Jean,2000,805886.0
Finn Jeltsch,2006,924117.0
John Joe,2003,841121.0
Malcolm Jeng,2005,1126894.0
Carl Johansson,1994,225043.0
Karl-Johan Johnsson,1990,112822.0
Luiz Lúcio Reis Júnior,2001,712107.0
Jota,1999,663244.0
Stanko Jurić,1996,388125.0
Jesse Joronen,1993,131758.0
Ferdi Kadioglu,1999,369316.0
Glen Kamara,1995,242632.0
Yusuf Kabadayı,2004,604359.0
Noham Kamara,2007,1275040.0
Almugera Kabar,2006,884820.0
Jesper Karlström,1995,222855.0
Abdoulaye Keita,2002,949489.0
Mandela Keita,2002,707844.0
Joachim Kayi Sanda,2006,986298.0
Lior Kasa,2005,1083164.0
Andu Kelati,2002,719694.0
Joshua King,2007,1011131.0
Luca Kerber,2002,809498.0
Bilal El Khannouss,2004,654982.0
Kialonda,1997,836441.0
Tom King,1995,215810.0
Antonín Kinský,2003,725912.0
Cédric Kipré,1996,364827.0
Hervé Koffi,1996,415383.0
Derrick Köhn,1999,391780.0
Magnus Kofod Andersen,1999,488784.0
Magnus Knudsen,2001,651735.0
Koka,1993,184816.0
Marco Komenda,1996,335631.0
Ismael Konate,2006,936745.0
Ismaël Koné,2002,921655.0
Kacper Koscierski,2007,1058515.0
Henri Koudossou,1999,515624.0
Mateusz Kowalski,2005,902573.0
Konstantinos Koulierakis,2003,669380.0
Goduine Koyalipou,2000,525140.0
Ladislav Krejčí,1999,345911.0
Caleb Kporha,2006,1047261.0
Nediljko Labrović,1999,610190.0
Jonah Kusi-Asare,2007,1069512.0
Younes Lachaab,2005,1035659.0
Gautier Larsonneur,1997,357047.0
Will Lankshear,2005,879768.0
Jordan Lefort,1993,192492.0
Giovanni Leoni,2006,1086619.0
Nunzio Lella,2000,459945.0
Esteban Lepaul,2000,461607.0
Louis Leroux,2006,1119456.0
Pedro Lima,2006,1193867.0
Myles Lewis-Skelly,2006,890721.0
Mattia Liberali,2007,988964.0
Marin Ljubicic,2002,838236.0
David López,2003,947431.0
Roberto López,2000,569866.0
Yannik Lührs,2003,627356.0
Iker Losada,2001,632741.0
Milos Lukovic,2005,845872.0
Joe Lumley,1995,336367.0
Daniel Luna,2003,857830.0
Mathias Løvik,2003,661212.0
Massimo Luongo,1992,181687.0
Lanroy Machine,2005,1096744.0
Shuto Machino,1999,550580.0
Eros Maddy,2001,412934.0
Hamidou Makalou,2006,1200289.0
Edmond-Paris Maghoma,2001,470596.0
Jarzinho Malanga,2006,1031774.0
Dennis Man,1998,397486.0
Johan Manzambi,2005,927353.0
Alberto Manzoni,2005,936755.0
Filip Marchwiński,2002,555106.0
Ryan Manning,1996,262300.0
Alessandro Marcandalli,2002,818448.0
Luca Marianucci,2004,814446.0
Arkaitz Mariezkurrena,2005,962145.0
Mario Maroto,2003,710484.0
Ange Martial Tia,2006,1132634.0
Gerard Martín,2002,705395.0
Ramón Martínez,2002,882710.0
Toni Martínez,1997,302371.0
Kevin Martins,2005,724069.0
Javi Martón,1999,711394.0
Patrizio Masini,2001,459665.0
Igor Matanovic,2003,605268.0
Andrea Mazza,2004,815567.0
Rudy Matondo,2008,1241211.0
Maurides,1994,227511.0
Samuel Mbangula,2004,654991.0
Ibrahim Mbaye,2008,1185888.0
Jakov Medić,1998,488755.0
Mark McKenzie,1999,429259.0
Jayden Meghoma,2006,954104.0
Henrik Meister,2003,914934.0
Nobel Mendy,2004,1034853.0
Mateo Mejía,2003,682588.0
Víctor Meseguer,1999,658269.0
Rafik Messali,2003,883865.0
Connor Metcalfe,1999,522223.0
Karol Mets,1993,139304.0
Shumaira Mheuka,2007,982097.0
Florian Micheler,2005,808664.0
Igor Miladinović,2003,729872.0
Bojan Miovski,1999,476219.0
Yankuba Minteh,2004,1012534.0
Koji Miyoshi,1997,295060.0
David Mokwa,2004,974894.0
Rui Modesto,1999,671799.0
Matias Moreno,2003,1144700.0
Morato,2001,673492.0
Xavier Moreno,2004,709971.0
Sam Morsy,1991,123551.0
Daniel Mosquera,1999,651569.0
Gabriel Moscardo,2005,1086636.0
Yael Mouanga,2005,970364.0
Santiago Mouriño,2002,953901.0
Louis Mouton,2002,904662.0
Ngal'Ayel Mukau,2004,1016015.0
Álex Muñoz,1994,243760.0
Marius Müller,1993,118161.0
Víctor Muñoz,2003,935231.0
Bob Murphy Omoregbe,2003,894324.0
Loïc N'Gatta,2003,855215.0
Djylian N'Guessan,2008,1200419.0
Sebastian Nanasi,2002,579928.0
Yael Nandjou,2005,984699.0
Pau Navarro,2005,1061336.0
Junior Ndiaye,2005,986262.0
Wilfried Ndollo,2005,1203026.0
Kosta Nedeljković,2005,848682.0
Ivan Nekić,2000,464333.0
Victor Nelsson,1998,422951.0
David Neres,1997,469822.0
João Neves,2004,670681.0
Mikayil Ngor Faye,2004,666974.0
Bernard Nguene,2006,1314671.0
Abdoulaye Niakhate Ndiaye,2002,673514.0
Julian Niehues,2001,530173.0
Tamás Nikitscher,1999,633056.0
Adrian Niño,2004,926849.0
Gustavo Nunes,2005,1086375.0
Brooke Norton-Cuffy,2004,728733.0
Plamedi Nsingi,2000,1027557.0
Marwann Nzuzi,2004,1052287.0
Antonio Nusa,2005,894914.0
Matt O'Riley,2000,406634.0
Chidozie Obi-Martin,2007,1042886.0
Ifechukwu Ogbus,2005,863759.0
David Odogu,2006,897423.0
Thiago Ojeda,2003,1030425.0
Hamzat Ojediran,2003,718312.0
Yllan Okou,2002,745202.0
Kazeem Olaigbe,2003,565406.0
Ben Old,2002,617021.0
Jacob Ondrejka,2002,663237.0
Fredrik Oppegard,2002,539665.0
Victor Orakpo,2006,1231401.0
Ike Orazi,2007,1073032.0
Lewis Orford,2006,845809.0
Ángel Ortíz,2004,933908.0
Gabriel Osei Misehouy,2005,646698.0
Yordan Osorio,1994,358165.0
Jibril Othman,2004,782632.0
Assan Ouedraogo,2006,897424.0
Cheick Oumar Conde,2000,698560.0
Sebastian Otoa,2004,890385.0
David Otorbi,2007,1009766.0
Beres Owusu,2003,1052291.0
Elisha Owusu,1997,395695.0
Daniel Oyegoke,2003,586984.0
Alex Padilla,2003,834483.0
Tomás Palacios,2003,993645.0
Alberto Paleari,1992,163048.0
Iago Parente,2006,1061260.0
Marco Palestra,2005,895937.0
Matteo Palma,2008,1058354.0
Alex Palmer,1996,245625.0
Mats Pannewig,2004,796221.0
Nicolas Pays,2003,1093482.0
Kévin Pedro,2006,955263.0
Peque,2002,639733.0
Mateo Pellegrino,2001,856530.0
Sergiu Perciun,2006,980632.0
Óscar Perea,2005,1015624.0
Lucas Perri,1997,352041.0
Noah Pesch,2005,696028.0
Prosper Peter,2007,1103958.0
Valentín Pezzolesi,2007,1271065.0
Luca Philipp,2000,432671.0
Pica,2002,944181.0
Benedikt Pichler,1997,331362.0
Nicholas Pierini,1998,372720.0
Damián Pizarro,2005,950593.0
Nicola Pintus,2005,885230.0
Balthazar Pierret,2000,642002.0
Semuel Pizzignacco,2001,537171.0
Alfie Pond,2004,821522.0
Finn Porath,1997,241307.0
Tom Pouilly,2003,917817.0
David Preu,2004,745075.0
Alexander Prass,2001,434116.0
Hákon Rafn Valdimarsson,2001,488935.0
Arnau Rafús,2003,636686.0
Ivan Prtajin,1996,340700.0
Diego Pugno,2006,1049598.0
Leopold Querfeld,2003,597432.0
Jacobo Ramón,2005,948278.0
Vitor Reis,2006,1005575.0
Remy Rees-Dottin,2006,1089802.0
Nicolai Remberg,2000,592534.0
Lasse Rieß,2001,490609.0
Devyne Rensch,2003,557407.0
Daniel Requena,2004,945709.0
Jay Robinson,2007,1045124.0
Lars Ritzka,1998,333903.0
Adrian Rodriguez,2000,608382.0
Alejandro Rodriguez,2008,1108478.0
Daniel Rodriguez,2005,948275.0
Arturo Rodríguez,2006,1365799.0
James Rodríguez,1991,88103.0
Javi Rodríguez,2003,1076815.0
Jesus Rodríguez,2005,1190411.0
Abel Ruiz,2000,340376.0
Jonas Rouhi,2004,741090.0
Tommaso Rubino,2006,866247.0
Lasse Rosenboom,2002,512352.0
Max Rosenfelder,2003,599419.0
Ferrán Ruiz,2003,668210.0
Elias Saad,1999,526466.0
Jorge Sáenz,1996,340339.0
Marco Sala,1999,392570.0
Osame Sahraoui,2001,580657.0
Richie Sagrado,2004,655009.0
Faik Sakar,2008,1132292.0
Anass Salah-Eddine,2002,485584.0
Manolis Saliakas,1996,242661.0
Jan Salas,2005,1063574.0
Philipp Sander,1998,388409.0
James Sands,2000,393321.0
Nhoa Sangui,2006,955281.0
Kaishu Sano,2000,643574.0
Maroan Sannadi,2001,1054934.0
Kauã Santos,2003,997861.0
Razvan Sava,2002,568617.0
Nicolò Savona,2003,708072.0
Joël Schingtienne,2002,707809.0
Marvin Schulz,1995,168678.0
Oliver Scarles,2005,922563.0
Léo Scienza,1998,804219.0
Sergi,1992,85370.0
Jacopo Seghetti,2005,935777.0
Alen Sherri,1997,304144.0
Armindo Sieb,2003,569033.0
Hiroki Sekine,2002,1137808.0
Benjamin Siegrist,1992,111426.0
Zain Silcott-Duberry,2005,777308.0
Eric da Silva Moreira,2006,897481.0
Jota Silva,1999,663244.0
Ibrahim Sissoko,1995,484888.0
Danel Sinani,1997,346499.0
Jahmai Simpson-Pusey,2005,942497.0
Niama Sissoko,2005,1228320.0
Eric Smith,1997,292534.0
Steven Skrzybski,1992,93827.0
Justin Smith,2003,904712.0
Ivan Smolčić,2000,571271.0
Simon Sohm,2001,507486.0
Julio Soler,2005,1009658.0
Arnau Solà,2003,636697.0
Juan Soriano,1997,251892.0
Oumar Solet,2000,463665.0
Filip Stankovic,2002,552223.0
Ramón Sosa,1999,745191.0
Lucas Stassin,2004,655012.0
Orri Steinn Óskarsson,2004,660438.0
Enzo Sternal,2007,1075589.0
Ross Stewart,1996,447995.0
Luka Sučić,2002,502722.0
Stoichkov,1993,271021.0
Jakub Stolarczyk,2000,486144.0
Yukinari Sugawara,2000,405385.0
Zion Suzuki,2002,432298.0
Marin Šverko,1998,282169.0
Daniel Svensson,2002,579287.0
Haris Tabakovic,1994,203123.0
Sammie Szmodics,1995,292139.0
Axel Tapé,2007,1077670.0
Mehdi Taremi,1992,307058.0
Jack Taylor,1998,458178.0
Álvaro Tejero,1996,290273.0
Martín Tejón,2004,941883.0
Casper Tengstedt,2000,464598.0
Jordan Teze,1999,364245.0
Sorba Thomas,1999,475416.0
Thiago,2001,576028.0
John Tolkin,2002,683812.0
Luka Topalović,2006,991744.0
Bazoumana Touré,2006,1067904.0
Ousmane Toure,2005,990732.0
Lorenzo Tosto,2006,942814.0
Conor Townsend,1993,146509.0
Christantus Uche,2003,1124005.0
Naci Ünüvar,2003,508639.0
Philipp Treu,2000,335993.0
Ryan Trevitt,2003,874538.0
Jonas Urbig,2003,607720.0
Lautaro Valenti,1999,625202.0
Can Uzun,2005,816585.0
Nicolás Valentini,2001,860992.0
Álex Valle,2004,709957.0
Ignace Van Der Brempt,2002,490423.0
Nikola Vasilj,1995,248454.0
Robinio Vaz,2007,1131161.0
Devis Vásquez,1998,495722.0
Maarten Vandevoordt,2002,486046.0
Pau Victor,2001,707572.0
Danilo Veiga,2002,728485.0
Lorenzo Venturino,2006,1061820.0
Nikolas Veratschnig,2003,601143.0
Sergio Viera,2005,1338984.0
Ben Viadere,2005,1048496.0
Viti,1997,438971.0
Vanja Vlahović,2004,698546.0
Ibrahima Wadji,1995,364232.0
Hauke Wahl,1994,154147.0
Christian Walton,1995,208379.0
Welington,2001,729264.0
Timon Weiner,1999,296428.0
Mats Wieffer,1999,415381.0
Dani de Wit,1998,340459.0
Caleb Wiley,2004,746833.0
Ben Winterburn,2004,854721.0
Nathan Wood-Gordon,2002,503990.0
Luke Woolfenden,1998,527425.0
Daniel Yáñez,2007,962124.0
Erencan Yardimci,2002,618898.0
John Yeboah,2000,439914.0
David Zec,2000,469709.0
Miha Zajc,1994,149829.0
Francesco Zampano,1993,216872.0
Melvin Zinga,2002,548347.0
Budu Zivzivadze,1994,187097.0
Aristide Zossou,2005,1310513.0
Ismael Aaneba,1999,528178.0
Edhy Zuliani,2004,944427.0
Patrick van Aanholt,1990,52119.0
Sabit Abdulai,1999,648812.0
Pape Abou Cissé,1995,364234.0
David Abraham,1986,58178.0
Mehdi Abeid,1992,111036.0
Amir Abrashi,1990,66005.0
Gennaro Acampora,1994,230826.0
Matteo Ahlinvi,1999,509234.0
Bobby Adekanye,1999,331514.0
Andrea Adorante,2000,364206.0
Semi Ajayi,1993,251912.0
Jony Álamo,2001,786438.0
Pedro Alcalá,1989,51663.0
Rúnar Alex Rúnarsson,1995,205657.0
Toby Alderweireld,1989,42710.0
Ezgjan Alioski,1992,129604.0
Rachid Alioui,1992,193130.0
Saturnin Allagbé,1993,274958.0
Sergio Álvarez,1992,138935.0
Bruno Alves,1981,13121.0
Romain Amalfitano,1989,137841.0
Jon Ander Garrido,1989,158704.0
Thierry Ambrose,1997,265763.0
Djavan Anderson,1995,215089.0
Victorien Angban,1996,178314.0
Ángel,2002,392770.0
José Antonio Miranda,1998,355336.0
Davide Angelo Ghislandi,2001,421769.0
Philip Ankhrah,2002,546527.0
Luiz Araújo,1996,435485.0
Anaitz Arbilla,1987,71548.0
Nicolò Armini,2001,421775.0
Karim Aribi,1994,456080.0
Unai Arietaleanizbeaskoa,1999,783434.0
Tolu Arokodare,2000,683571.0
Roger Assalé,1993,263183.0
Kwadwo Asamoah,1988,63531.0
Fabián Balbuena,1991,285548.0
Miguel Atienza,1999,480955.0
Ramon Azeez,1992,131667.0
Charlie Austin,1989,129627.0
Ludovic Baal,1986,39913.0
Robson Bambu,1997,458715.0
Phil Bardsley,1985,15773.0
Marc Baró,1999,388512.0
Antonio Barreca,1995,241889.0
Philipp Bargfrede,1989,42033.0
Kyle Bartley,1991,67421.0
Paolo Bartolomei,1989,281900.0
Bastos,1991,195810.0
Cristian Battocchio,1992,129868.0
Sami Ben Amar,1998,524318.0
Erwan Belhadji,2001,894205.0
Brian Behrendt,1991,85660.0
Ahmad Benali,1992,121402.0
Samy Benchamma,2000,627464.0
Lars Bender,1989,30059.0
Sergio Benito,1999,531825.0
Sven Bender,1989,29993.0
Bilal Benkhedim,2001,609692.0
Yassine Benrahou,1999,344599.0
Josh Benson,1999,397102.0
Yassine Benzia,1994,187847.0
Gaetano Berardi,1988,43084.0
Loïc Bessile,1999,371150.0
Alejandro Blesa,2002,611198.0
Alejandro Blanco,1998,328914.0
Elias Bördner,2002,569288.0
Melayro Bogarde,2002,476915.0
Yann Bodiger,1995,290533.0
Nassim Boujellab,1999,346332.0
Dennis Borkowski,2002,467426.0
Umut Bozok,1996,259025.0
Álvaro Bravo,1998,284872.0
John Boye,1987,85585.0
Can Bozdogan,2001,406609.0
Robbie Brady,1992,128229.0
Joshua Brenet,1994,207006.0
Gastón Brugman,1992,131109.0
Juan Brunet,1998,466268.0
Juan Brunetta,1997,466268.0
Lucas Buadés,1997,531960.0
Kean Bryan,1996,214928.0
Gianluigi Buffon,1978,5023.0
Esteban Burgos,1992,337922.0
Burgui,1993,246277.0
Patrick Burner,1996,444725.0
David Button,1989,61814.0
Nishan Burkart,2000,346900.0
Oskar Buur,1998,293283.0
Gary Cahill,1985,27511.0
Jonathan Calleri,1993,284727.0
Arturo Calabresi,1996,240897.0
Fabrizio Caligara,2000,386574.0
Elio Capradossi,1996,238947.0
Dani Calvo,1994,326416.0
Lionel Carole,1991,11530.0
Scott Carson,1985,14555.0
Andy Carroll,1989,48066.0
Bersant Celina,1996,229695.0
Sava Cestic,2001,464906.0
Fouad Chafik,1986,216499.0
Sofian Chakla,1993,236956.0
Aníbal Chalá,1996,278796.0
Mounir Chouiar,1999,355641.0
Sébastien Cibois,1998,395251.0
Cifu,1990,175836.0
Alberto Cifuentes,1979,7668.0
Antonio Cioffi,2002,566936.0
Tim Civeja,2002,588747.0
Luca Cigarini,1986,33218.0
Simone Colombi,1991,57285.0
Daniel Congré,1985,22386.0
Iñigo Córdoba,1997,251848.0
Jhon Córdoba,1993,185245.0
Racine Coly,1995,323379.0
Andreas Cornelius,1993,203412.0
Rober Correa,1992,223890.0
Félix Correia,2001,479648.0
Douglas Costa,1990,75615.0
Charles Costes,2002,854973.0
Senou Coulibaly,1994,596240.0
Andrés Cubas,1996,323872.0
Sergio Cubero Ezcurra,1999,684253.0
Giuseppe Cuomo,1998,365565.0
Tiago Dantas,2000,429987.0
Bryan Dabo,1992,149446.0
Leon Dajaku,2001,483974.0
Scott Dann,1987,62688.0
Andrea Danzi,1999,319171.0
Lucas Deaux,1988,57372.0
Lorenzo Del Pinto,1990,244061.0
Mathieu Debuchy,1985,27306.0
Cristian Dell'Orco,1994,240244.0
Kévin Denkey,2000,482072.0
Clément Depres,1994,347595.0
Jonathan Delaplace,1986,149551.0
Stefano Denswil,1993,182923.0
Kiril Despodov,1996,221540.0
Giuseppe Di Serio,2001,532040.0
Deyverson,1991,243541.0
Abdoulay Diaby,1991,148396.0
Mbaye Diagne,1991,271966.0
Daan Dierckx,2003,621965.0
Amadou Diambo,2001,708868.0
Grady Diangana,1998,342048.0
Jonas Dirkner,2002,605222.0
Keagan Dolly,1993,234006.0
Mahamadou Doucouré,2000,862880.0
Cheick Doukouré,1992,129679.0
Bas Dost,1989,56331.0
Idrissa Doumbia,1998,430579.0
Aleksandar Dragović,1991,59032.0
Mouhamadou Drammeh,1999,399551.0
Denis Drăguș,1999,405399.0
Léo Duarte,1996,312678.0
Haris Duljević,1993,184473.0
Jimmy Dunne,1997,396174.0
Kyle Edwards,1998,314366.0
Bruno Ecuele Manga,1988,60990.0
Simone Edera,1997,340070.0
Alan Empereur,1994,169179.0
Niclas Eliasson,1995,251813.0
Sergi Enrich,1990,81988.0
Dani Escriche,1998,531829.0
Vicente Esquerdo,1999,599263.0
Valentin Eysseric,1992,126687.0
Yoann Etienne,1997,342212.0
Jokin Ezkieta,1996,379548.0
Xabier Etxeita,1987,71559.0
Bandiougou Fadiga,2001,590914.0
Augusto Fernández,1986,39151.0
Iago Falque,1990,59340.0
Andrés Fernández,1986,57522.0
Andri Fannar Baldursson,2002,464446.0
David Ferreiro,1988,71918.0
Facundo Ferreyra,1991,93795.0
Sam Field,1998,387331.0
Will Fish,2003,640245.0
Marco Festa,1992,257660.0
Kingsley Fobi,1998,358981.0
Ramón Folch,1989,286841.0
Yassin Fortune,1999,342878.0
Christian Fuchs,1986,6636.0
Daam Foulon,1999,338637.0
Ramiro Funes Mori,1991,11111.0
Darnell Furlong,1995,351755.0
Manu García,1986,76273.0
Baptiste Gabard,2000,852998.0
Raúl García,1989,139434.0
Andrey Galabinov,1988,67639.0
Enric Gallego,1986,114060.0
Sergi García,1999,598608.0
Christian Gentner,1985,19112.0
Manuel Gasparini,2002,487828.0
Emrehan Gedikli,2003,580276.0
Christian Gebauer,1993,275423.0
Theodor Gebre Selassie,1986,60632.0
Gervinho,1987,33481.0
Kieran Gibbs,1989,44792.0
Vladimir Golemić,1991,169841.0
Robert Glatzel,1994,196139.0
Kamil Glik,1988,46552.0
Amer Gojak,1997,293210.0
Akaki Gogia,1992,92472.0
Ibai Gómez,1989,127837.0
Tomislav Gomelt,1995,210983.0
Bruno González,1990,188838.0
Sergio González,1997,435500.0
Karlan Grant,1997,314183.0
Kamil Grosicki,1988,37920.0
Kelyan Guessoum,1999,545520.0
Lukáš Haraslín,1996,239941.0
Rekeem Harper,2000,456877.0
Marcel Hartel,1996,189073.0
Michael Hector,1992,157490.0
Eduardo Henrique,1995,216118.0
Ahmed Hegazi,1991,111524.0
Pablo Hernández,1985,46220.0
Pablo Hervías,1993,142027.0
Përparim Hetemaj,1986,37295.0
Marco Höger,1989,55510.0
Wesley Hoedt,1994,253765.0
Jordan Holsgrove,1999,429309.0
Florian Hübner,1991,85822.0
Conor Hourihane,1991,61653.0
Niall Huggins,2000,559801.0
Vedad Ibišević,1984,21175.0
Didier Ibrahim Ndong,1994,210081.0
Klaas-Jan Huntelaar,1983,4357.0
Simone Iacoponi,1987,59699.0
Blendi Idrizi,1998,283141.0
Roberto Inglese,1991,159337.0
Riccardo Improta,1993,163489.0
Takashi Inui,1988,98249.0
Odion Ighalo,1989,62121.0
Roberto Insigne,1994,200174.0
Artur Ioniță,1990,98888.0
Branislav Ivanović,1984,36827.0
José Izquierdo,1992,147094.0
Alireza Jahanbakhsh,1993,213268.0
Phil Jagielka,1982,13520.0
Rune Jarstein,1984,24112.0
Alexandre Jankewitz,2001,507472.0
Tin Jedvaj,1995,206386.0
Jota,1991,176591.0
Jony,1991,228761.0
Damian Kądzior,1992,199299.0
Aboubakar Kamara,1995,290951.0
Musa Juwara,2001,562030.0
Jimmy Kaparos,2001,471897.0
Martin Kelly,1990,78959.0
Isaac Karamoko,2002,721953.0
Augustus Kargbo,1999,549791.0
Stephane Keller,2001,718032.0
Omar Khailoti,2001,556173.0
Sami Khedira,1987,29401.0
Felix Klaus,1992,89591.0
Klauss,1997,498862.0
Ragnar Klavan,1985,26669.0
Moussa Konaté,1993,192774.0
Lamine Koné,1989,57420.0
Kenan Kodro,1993,197126.0
Giorgi Kochorashvili,1999,405564.0
Moussa Koné,1996,364239.0
Márk Kosznovszky,2002,543729.0
Filip Krovinović,1995,261988.0
Kuki,1998,383633.0
Jasmin Kurtić,1989,85825.0
Terence Kongolo,1994,152651.0
Dereck Kutesa,1997,237669.0
Antonino La Gumina,1996,287876.0
Loïck Landre,1992,164912.0
Michael Langer,1985,19114.0
Ahmed Kutucu,2000,452084.0
Danilo Larangeira,1984,32816.0
James Lea Siliki,1996,346291.0
Vincent Laurini,1989,94936.0
Wesley Lautoa,1987,154199.0
Damien Le Tallec,1990,59950.0
Pedro León,1986,51587.0
Mathew Leckie,1991,126214.0
Lukas Lerager,1993,167105.0
Gaetano Letizia,1990,160560.0
Khanya Leshabela,1999,461882.0
Karlo Letica,1997,318707.0
Aaron Leya Iseka,1997,289587.0
Jake Livermore,1989,61832.0
Fernando Llorente,1985,35564.0
Niklas Lomb,1993,85543.0
Pedro López Muñoz,1983,25412.0
Matthew Longstaff,2000,484387.0
Adrián López,1988,45383.0
Adrien Louveau,2000,804817.0
Jeison Lucumí,1995,352567.0
Kilian Ludewig,2000,361516.0
Luisinho,1985,56777.0
Luismi,1992,207922.0
Senad Lulić,1986,61449.0
David Luiz,1987,46741.0
Luca Mack,2000,363424.0
John Lundstram,1994,156941.0
Yann M'Vila,1990,60573.0
Tim Maciejewski,2001,392156.0
Mikail Maden,2002,605558.0
Abdallahi Mahmoud,2000,615636.0
Christian Maggio,1982,21151.0
Hicham Mahou,1999,344610.0
Filip Malbašić,1992,162652.0
Marco Majouga,2001,814725.0
Yunus Mallı,1992,85352.0
Mario Mandžukić,1986,34572.0
Juan Manuel Ramos,1996,288480.0
Dario Maresic,1999,307807.0
Jordan Marié,1991,231025.0
Adrián Marín,1997,295414.0
Álex Martín,1998,345083.0
Javi Martínez,1988,44017.0
Pablo Martinez,1989,282900.0
Ryder Matos,1993,62713.0
Giuseppe Mastinu,1991,397950.0
Sylvain Marveaux,1986,39909.0
Rabbi Matondo,2000,404384.0
Federico Mattiello,1995,200194.0
Tony Mauricio,1994,272549.0
James McCarthy,1990,45333.0
Antonio Mazzotta,1989,61751.0
David McGoldrick,1987,35416.0
Joshua Mees,1996,196815.0
Eñaut Mendía,1999,684299.0
Hamza Mendyl,1997,447221.0
Levent Mercan,2000,388820.0
Max Meyer,1995,146164.0
Jonas Michelbrink,2001,471901.0
Clément Michelin,1997,318520.0
Petar Mićin,1998,343963.0
Florian Miguel,1996,347594.0
Álex Millán,1999,412041.0
Vincenzo Millico,2000,390159.0
Guillem Molina,2000,602156.0
Victor Mollejo,2001,505673.0
Niklas Moisander,1985,5017.0
Jayson Molumby,1999,357656.0
Alkhaly Momo Cissé,2002,768384.0
Gabriele Moncini,1996,238977.0
Kévin Monnet-Paquet,1988,44045.0
Nacho Monreal,1986,43003.0
Cristóbal Montiel,2000,573979.0
Emre Mor,1997,283223.0
Luca Mora,1988,110338.0
Javi Moyano,1986,71204.0
Wes Morgan,1984,10003.0
Pedro Mosquera,1988,44069.0
Sebastian Müller,2001,392139.0
Joel Mumbongo,1999,381156.0
Petar Musa,1998,387110.0
Joaquín Muñoz,1999,396334.0
Yoshinori Mutō,1992,230541.0
Mateo Musacchio,1990,45653.0
Nacho,1989,58884.0
Kenny Nagera,2002,618416.0
Yuto Nagatomo,1986,79522.0
Radja Nainggolan,1988,41982.0
Raúl Navas,1988,142419.0
Bridge Ndilu,2000,558709.0
Ahmad Ngouyamsa,2000,723416.0
Mamor Niang,2002,715650.0
Nino,1980,29178.0
Dan Nlundulu,1999,346482.0
Will Norris,1993,285033.0
Kelechi Nwakali,1998,383153.0
Olivier Ntcham,1996,224088.0
Steven Nzonzi,1988,73734.0
Denis Odoi,1988,59641.0
Jack O'Connell,1994,212829.0
Paulo Oliveira,1992,139336.0
Kiko Olivas,1988,51667.0
Shinji Okazaki,1986,79642.0
Maximiliano Olivera,1992,179757.0
Jérôme Onguéné,1997,272638.0
Fabián Orellana,1986,60890.0
Pablo,1991,74230.0
Henry Onyekuru,1997,380415.0
Owen Otasowie,2001,511815.0
Yuya Osako,1990,108650.0
Mattia Pagliuca,2002,616667.0
Rodrigo Palacio,1982,39099.0
Antonio Palumbo,1996,287863.0
Gaëtan Paquiez,1994,412092.0
Jonathan Panzo,2000,392777.0
Vittorio Parigini,1996,238981.0
Marco Parolo,1985,84545.0
Christian Pastina,2001,476624.0
Mateo Pavlović,1990,69436.0
Nehuén Paz,1993,284724.0
Vasileios Pavlidis,2002,554395.0
Bailey Peacock-Farrell,1996,410436.0
Yohann Pelé,1982,6270.0
Graziano Pellè,1985,29594.0
Matheus Pereira,1996,225984.0
Lee Peltier,1986,38094.0
Bruno Peres,1990,148751.0
Jacopo Petriccione,1995,218067.0
Matt Phillips,1991,77274.0
Rayan Philippe,2000,694507.0
Fabio Pisacane,1986,101922.0
Łukasz Piszczek,1985,25727.0
Miralem Pjanić,1990,44162.0
Dani Plomer,1998,614195.0
Andrea Poli,1989,44834.0
Jorge Pombo,1994,336747.0
Maxime Poundjé,1992,126528.0
Davy Pröpper,1991,79027.0
Ian Poveda,2000,392763.0
Jorge Pulido,1991,67546.0
Robin Quaison,1993,206542.0
Quique,1990,79352.0
Anthony Racioppi,1998,395671.0
Simone Rabbi,2001,482792.0
Rafael,1982,4192.0
Benito Raman,1994,112930.0
Gastón Ramírez,1990,123742.0
Recio,1991,150948.0
Kayne Ramsey,2000,530879.0
Darren Randolph,1987,51321.0
Francisco Reis Ferreira,1997,294321.0
Oriol Rey,1998,293388.0
Daishawn Redan,2001,361081.0
Vasco Regini,1990,72274.0
Baptiste Reynet,1990,190786.0
Federico Ricci,1994,198086.0
Giacomo Ricci,1996,261056.0
Lewis Richardson,2003,657863.0
Matteo Ricci,1994,198087.0
Mikel Rico,1984,51474.0
Emiliano Rigoni,1993,282544.0
Emmanuel Rivière,1990,61637.0
Andrea Rispoli,1988,74448.0
Roberto,1986,48280.0
Callum Robinson,1995,183299.0
Hal Robson-Kanu,1989,65976.0
Luis Rojas,2002,662752.0
Víctor Rodríguez,1989,129753.0
Christopher Rocchia,1998,352393.0
Facundo Roncaglia,1987,61546.0
Nolan Roux,1988,81460.0
Rubén,1984,35522.0
Waldo Rubio,1995,404688.0
Kevin Rüegg,1998,290032.0
Idriss Saadi,1992,111057.0
Victor Sá,1994,381724.0
Moïse Sakava,2000,520054.0
Frédéric Sammaritano,1986,80173.0
